User Input,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Top 3 returned FAQ with Confidence Scores,Associated URL
Is there a way to enable Visual Voicemail,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03581, 'Can I recover a deleted voicemail? ': 0.01984, 'How do I check my voicemail? ': 0.01933}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can I access Visual Voicemail on my device,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.08752, 'How do I check my voicemail? ': 0.03964, 'Can I recover a deleted voicemail? ': 0.03519}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is Visual Voicemail supported on my phone,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.05769, 'How do I check my voicemail? ': 0.04312, 'Can I recover a deleted voicemail? ': 0.03546}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
How do I set up Visual Voicemail,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03124, 'Can I recover a deleted voicemail? ': 0.03119, 'How do I check my voicemail? ': 0.03072}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can Visual Voicemail be enabled on my plan,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03476, 'How do I check my voicemail? ': 0.02034, 'Can I recover a deleted voicemail? ': 0.02028}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is Visual Voicemail available for my account,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.05847, 'How do I manage call diverts? ': 0.02044, 'Can I recover a deleted voicemail? ': 0.01884}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Could you help me activate Visual Voicemail,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03961, 'How do I check my voicemail? ': 0.03933, 'Can I recover a deleted voicemail? ': 0.01955}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is there a way to use Visual Voicemail,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03484, 'How do I check my voicemail? ': 0.0266, 'Can I recover a deleted voicemail? ': 0.02627}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can I enable Visual Voicemail on my device,Can I get Visual Voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.08033, 'How do I check my voicemail? ': 0.03539, 'Can I recover a deleted voicemail? ': 0.03452}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
How can I get Visual Voicemail,Can I get Visual Voicemail?,Can I recover a deleted voicemail? ,Y,"{'Can I recover a deleted voicemail? ': 0.04442, 'Can I get Visual Voicemail? ': 0.04428, 'How do I check my voicemail? ': 0.04231}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
I�m having issues connecting my Super WiFi Booster,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.06076, 'How do I manage my Vodafone router settings? ': 0.04594, 'How do I check the devices connected to my WiFi? ': 0.04593}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm experiencing difficulties with linking my Super WiFi Booster.,I�m having issues connecting my Super WiFi Booster,How do I check the devices connected to my WiFi? ,N,"{'How do I check the devices connected to my WiFi? ': 0.04362, 'How do I manage my Vodafone router settings? ': 0.04285, 'I’m having issues connecting my Super WiFi Booster ': 0.04081}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can you assist me with connecting my Super WiFi Booster,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.04869, 'How do I check the devices connected to my WiFi? ': 0.03945, 'How do I manage my Vodafone router settings? ': 0.03701}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm having trouble getting my Super WiFi Booster to connect properly.,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.05902, 'How do I check the devices connected to my WiFi? ': 0.0421, 'How do I manage my Vodafone router settings? ': 0.03964}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Is there a solution for the problems I'm having with my Super WiFi Booster connection,I�m having issues connecting my Super WiFi Booster,How do I check the devices connected to my WiFi? ,N,"{'How do I check the devices connected to my WiFi? ': 0.02615, 'How do I manage my Vodafone router settings? ': 0.02605, 'I’m having issues connecting my Super WiFi Booster ': 0.02184}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Could you help me troubleshoot the connection problems with my Super WiFi Booster,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.05731, 'How do I check the devices connected to my WiFi? ': 0.02113, 'How do I manage my Vodafone router settings? ': 0.02092}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
My Super WiFi Booster isn't connecting as expected,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.03468, 'How do I check the devices connected to my WiFi? ': 0.03061, 'How do I manage my Vodafone router settings? ': 0.02873}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm running into issues while trying to connect my Super WiFi Booster.,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.08862, 'How do I manage my Vodafone router settings? ': 0.04475, 'How do I check the devices connected to my WiFi? ': 0.04474}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can you guide me through the process of troubleshooting my Super WiFi Booster connection issues?,I�m having issues connecting my Super WiFi Booster,How do I manage my Vodafone router settings? ,N,"{'How do I manage my Vodafone router settings? ': 0.02199, 'I’m having issues connecting my Super WiFi Booster ': 0.02171, 'How do I check the devices connected to my WiFi? ': 0.02149}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm having trouble establishing a connection with my Super WiFi Booster.,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.0458, 'How do I check the devices connected to my WiFi? ': 0.04249, 'How do I manage my Vodafone router settings? ': 0.04167}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Help with getting my super wifi booster connected,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.06509, 'How do I check the devices connected to my WiFi? ': 0.04603, 'How do I manage my Vodafone router settings? ': 0.0438}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Im having trouble getting my Super WiFi booster working,I�m having issues connecting my Super WiFi Booster,How do I check the devices connected to my WiFi? ,N,"{'How do I check the devices connected to my WiFi? ': 0.04078, 'How do I manage my Vodafone router settings? ': 0.04005, 'I’m having issues connecting my Super WiFi Booster ': 0.039}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Struggling to get my wifi booster connected,I�m having issues connecting my Super WiFi Booster,I’m having issues connecting my Super WiFi Booster ,N,"{'I’m having issues connecting my Super WiFi Booster ': 0.04102, 'How do I manage my Vodafone router settings? ': 0.03948, 'How do I check my Vodafone Broadband speed? ': 0.01849}",https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can I get mobile network status alerts?,Can I get mobile network status alerts?,How do I switch off data on my phone? ,Y,"{'How do I switch off data on my phone? ': 0.08909, 'How can I find out about the 3G switch-off?\u202f ': 0.0885, 'Can I get mobile network status alerts? ': 0.05898}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Is it possible for me to receive alerts about my mobile network status,Can I get mobile network status alerts?,How can I find out about the 3G switch-off?  ,Y,"{'How can I find out about the 3G switch-off?\u202f ': 0.08789, 'How do I switch off data on my phone? ': 0.08765, 'Can I get mobile network status alerts? ': 0.04553}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I sign up to receive notifications regarding mobile network outages,Can I get mobile network status alerts?,How do I switch off data on my phone? ,Y,"{'How do I switch off data on my phone? ': 0.03968, 'How can I find out about the 3G switch-off?\u202f ': 0.03967, 'Can I get mobile network status alerts? ': 0.02419}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I set up text alerts for network issues,Can I get mobile network status alerts?,Can I get mobile network status alerts? ,Y,"{'Can I get mobile network status alerts? ': 0.03427, 'How can I find out about the 3G switch-off?\u202f ': 0.02794, 'How do I switch off data on my phone? ': 0.02771}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
How can I activate mobile network status alerts,Can I get mobile network status alerts?,How do I switch off data on my phone? ,Y,"{'How do I switch off data on my phone? ': 0.04885, 'How can I find out about the 3G switch-off?\u202f ': 0.0486, 'Can I get mobile network status alerts? ': 0.0332}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I opt-in to receive mobile network status notifications,Can I get mobile network status alerts?,How can I find out about the 3G switch-off?  ,Y,"{'How can I find out about the 3G switch-off?\u202f ': 0.02566, 'How do I switch off data on my phone? ': 0.02539, 'Can I get mobile network status alerts? ': 0.02266}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Is there a feature that sends alerts about my mobile network's status,Can I get mobile network status alerts?,How can I find out about the 3G switch-off?  ,Y,"{'How can I find out about the 3G switch-off?\u202f ': 0.07643, 'How do I switch off data on my phone? ': 0.07612, 'Can I get mobile network status alerts? ': 0.0345}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
How do I enable alerts for my mobile network status,Can I get mobile network status alerts?,How do I switch off data on my phone? ,Y,"{'How do I switch off data on my phone? ': 0.03848, 'How can I find out about the 3G switch-off?\u202f ': 0.03834, 'Can I get mobile network status alerts? ': 0.03083}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Set up status alerts to hear about unexpected issues and planned maintenance,Can I get mobile network status alerts?,Can I get mobile network status alerts? ,Y,"{'Can I get mobile network status alerts? ': 0.08456, 'How can I find out about the 3G switch-off?\u202f ': 0.01533, 'How do I switch off data on my phone? ': 0.01518}",https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
